id,name,generation,height,weight,hp,attack,defense,special-attack,special-defense,speed,total,url_sprite,url_shadow_sprite
290,Nincada,generation-iii,5,55,31,45,90,30,30,40,266,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_III/290.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_III/290.png?raw=true
291,Ninjask,generation-iii,8,120,61,90,45,50,50,160,456,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_III/291.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_III/291.png?raw=true
292,Shedinja,generation-iii,8,12,1,90,45,30,30,40,236,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_III/292.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_III/292.png?raw=true
293,Whismur,generation-iii,6,163,64,51,23,51,23,28,240,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_III/293.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_III/293.png?raw=true
294,Loudred,generation-iii,10,405,84,71,43,71,43,48,360,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_III/294.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_III/294.png?raw=true
295,Exploud,generation-iii,15,840,104,91,63,91,73,68,490,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_III/295.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_III/295.png?raw=true
296,Makuhita,generation-iii,10,864,72,60,30,20,30,25,237,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_III/296.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_III/296.png?raw=true
297,Hariyama,generation-iii,23,2538,144,120,60,40,60,50,474,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_III/297.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_III/297.png?raw=true
298,Azurill,generation-iii,2,20,50,20,40,20,40,20,190,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_III/298.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_III/298.png?raw=true
299,Nosepass,generation-iii,10,970,30,45,135,45,90,30,375,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_III/299.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_III/299.png?raw=true
300,Skitty,generation-iii,6,110,50,45,45,35,35,50,260,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_III/300.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_III/300.png?raw=true
301,Delcatty,generation-iii,11,326,70,65,65,55,55,90,400,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_III/301.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_III/301.png?raw=true
302,Sableye,generation-iii,5,110,50,75,75,65,65,50,380,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_III/302.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_III/302.png?raw=true
303,Mawile,generation-iii,6,115,50,85,85,55,55,50,380,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_III/303.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_III/303.png?raw=true
304,Aron,generation-iii,4,600,50,70,100,40,40,30,330,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_III/304.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_III/304.png?raw=true
305,Lairon,generation-iii,9,1200,60,90,140,50,50,40,430,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_III/305.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_III/305.png?raw=true
306,Aggron,generation-iii,21,3600,70,110,180,60,60,50,530,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_III/306.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_III/306.png?raw=true
307,Meditite,generation-iii,6,112,30,40,55,40,55,60,280,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_III/307.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_III/307.png?raw=true
308,Medicham,generation-iii,13,315,60,60,75,60,75,80,410,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_III/308.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_III/308.png?raw=true
309,Electrike,generation-iii,6,152,40,45,40,65,40,65,295,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_III/309.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_III/309.png?raw=true
310,Manectric,generation-iii,15,402,70,75,60,105,60,105,475,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_III/310.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_III/310.png?raw=true
311,Plusle,generation-iii,4,42,60,50,40,85,75,95,405,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_III/311.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_III/311.png?raw=true
312,Minun,generation-iii,4,42,60,40,50,75,85,95,405,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_III/312.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_III/312.png?raw=true
313,Volbeat,generation-iii,7,177,65,73,75,47,85,85,430,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_III/313.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_III/313.png?raw=true
314,Illumise,generation-iii,6,177,65,47,75,73,85,85,430,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_III/314.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_III/314.png?raw=true
315,Roselia,generation-iii,3,20,50,60,45,100,80,65,400,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_III/315.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_III/315.png?raw=true
316,Gulpin,generation-iii,4,103,70,43,53,43,53,40,302,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_III/316.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_III/316.png?raw=true
317,Swalot,generation-iii,17,800,100,73,83,73,83,55,467,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_III/317.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_III/317.png?raw=true
318,Carvanha,generation-iii,8,208,45,90,20,65,20,65,305,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_III/318.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_III/318.png?raw=true
319,Sharpedo,generation-iii,18,888,70,120,40,95,40,95,460,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_III/319.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_III/319.png?raw=true
320,Wailmer,generation-iii,20,1300,130,70,35,70,35,60,400,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_III/320.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_III/320.png?raw=true
321,Wailord,generation-iii,145,3980,170,90,45,90,45,60,500,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_III/321.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_III/321.png?raw=true
322,Numel,generation-iii,7,240,60,60,40,65,45,35,305,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_III/322.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_III/322.png?raw=true
323,Camerupt,generation-iii,19,2200,70,100,70,105,75,40,460,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_III/323.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_III/323.png?raw=true
324,Torkoal,generation-iii,5,804,70,85,140,85,70,20,470,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_III/324.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_III/324.png?raw=true
325,Spoink,generation-iii,7,306,60,25,35,70,80,60,330,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_III/325.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_III/325.png?raw=true
326,Grumpig,generation-iii,9,715,80,45,65,90,110,80,470,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_III/326.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_III/326.png?raw=true
327,Spinda,generation-iii,11,50,60,60,60,60,60,60,360,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_III/327.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_III/327.png?raw=true
328,Trapinch,generation-iii,7,150,45,100,45,45,45,10,290,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_III/328.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_III/328.png?raw=true
329,Vibrava,generation-iii,11,153,50,70,50,50,50,70,340,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_III/329.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_III/329.png?raw=true
330,Flygon,generation-iii,20,820,80,100,80,80,80,100,520,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_III/330.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_III/330.png?raw=true
331,Cacnea,generation-iii,4,513,50,85,40,85,40,35,335,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_III/331.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_III/331.png?raw=true
332,Cacturne,generation-iii,13,774,70,115,60,115,60,55,475,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_III/332.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_III/332.png?raw=true
333,Swablu,generation-iii,4,12,45,40,60,40,75,50,310,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_III/333.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_III/333.png?raw=true
334,Altaria,generation-iii,11,206,75,70,90,70,105,80,490,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_III/334.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_III/334.png?raw=true
335,Zangoose,generation-iii,13,403,73,115,60,60,60,90,458,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_III/335.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_III/335.png?raw=true
336,Seviper,generation-iii,27,525,73,100,60,100,60,65,458,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_III/336.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_III/336.png?raw=true
337,Lunatone,generation-iii,10,1680,90,55,65,95,85,70,460,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_III/337.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_III/337.png?raw=true
338,Solrock,generation-iii,12,1540,90,95,85,55,65,70,460,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_III/338.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_III/338.png?raw=true
339,Barboach,generation-iii,4,19,50,48,43,46,41,60,288,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_III/339.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_III/339.png?raw=true
340,Whiscash,generation-iii,9,236,110,78,73,76,71,60,468,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_III/340.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_III/340.png?raw=true
341,Corphish,generation-iii,6,115,43,80,65,50,35,35,308,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_III/341.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_III/341.png?raw=true
342,Crawdaunt,generation-iii,11,328,63,120,85,90,55,55,468,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_III/342.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_III/342.png?raw=true
343,Baltoy,generation-iii,5,215,40,40,55,40,70,55,300,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_III/343.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_III/343.png?raw=true
344,Claydol,generation-iii,15,1080,60,70,105,70,120,75,500,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_III/344.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_III/344.png?raw=true
345,Lileep,generation-iii,10,238,66,41,77,61,87,23,355,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_III/345.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_III/345.png?raw=true
346,Cradily,generation-iii,15,604,86,81,97,81,107,43,495,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_III/346.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_III/346.png?raw=true
347,Anorith,generation-iii,7,125,45,95,50,40,50,75,355,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_III/347.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_III/347.png?raw=true
348,Armaldo,generation-iii,15,682,75,125,100,70,80,45,495,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_III/348.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_III/348.png?raw=true
349,Feebas,generation-iii,6,74,20,15,20,10,55,80,200,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_III/349.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_III/349.png?raw=true
350,Milotic,generation-iii,62,1620,95,60,79,100,125,81,540,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_III/350.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_III/350.png?raw=true
351,Castform,generation-iii,3,8,70,70,70,70,70,70,420,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_III/351.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_III/351.png?raw=true
352,Kecleon,generation-iii,10,220,60,90,70,60,120,40,440,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_III/352.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_III/352.png?raw=true
353,Shuppet,generation-iii,6,23,44,75,35,63,33,45,295,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_III/353.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_III/353.png?raw=true
354,Banette,generation-iii,11,125,64,115,65,83,63,65,455,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_III/354.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_III/354.png?raw=true
355,Duskull,generation-iii,8,150,20,40,90,30,90,25,295,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_III/355.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_III/355.png?raw=true
